Loan_SubType,Loan_Type,Requested_LoanAmount,Approved_LoanAmount,Funded_LoanAmount,Loan_Status,Borrower_Type,Applicant_State,Credit_Score,Type_ofVehicle,Value_ofAsset,LTV_Ratio,Loan_Class,Loan_Tier,Loan_Term,Monthly_Income,Monthly_debt,DTI_Ratio,Monthly_LoanPayment,Age_of_Employment_in_Months,Age_of_Employment_in_Years,Loan_SubType_Cat,Loan_Type_Cat,Loan_Status_Cat,Borrower_Type_Cat
Auto Refinance,Refinance,35.0,156.9,156.9,APPROVED,P,TX,720.0,CAR,25900.0,0,2 YR USED,1.tov-Vehicle T2,60,4.0,1.0,23.197,203.05,258,21.5,0,5,0,0
Used Vehicle Loan,Dealer Purchase,32.0,24226.95,24226.95,APPROVED,P,MD,692.0,CAR,23650.0,0,3 yr USED,1.tov-Vehicle T4,66,10.0,2.0,26.234,469.94,24,2.0,5,1,0,0
Auto Refinance,Refinance,15.0,1547.32,1547.32,APPROVED,P,TX,752.0,CAR,23875.0,0,3 YR USED,1.tov-Vehicle T4,66,3.0,345.58,10.367,292.07,24,2.0,0,5,0,0
Auto Refinance,Refinance,16635.49,16646.38,16646.38,APPROVED,P,AR,659.0,CAR,28875.0,0,6-10 YR USED,1.tov-Vehicle T3,36,7.0,2.0,37.118,544.44,38,3.17,0,5,0,0
Auto Refinance,Refinance,35.0,32.0,32.0,APPROVED,P,TX,687.0,CAR,29175.0,0,4 YR USED,1.tov-Vehicle T4,54,6.0,763.49,11.888,735.07,30,2.5,0,5,0,0
Auto Refinance,Refinance,36452.93,36215.23,36215.23,APPROVED,P,TX,680.0,CAR,41875.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,6.0,742.12,10.926,602.53,24,2.0,0,5,0,0
Used Vehicle Loan,Dealer Purchase,25679.11,25679.11,25679.11,APPROVED,P,TX,788.0,CAR,20975.0,0,3 YR USED,1.tov-Vehicle T1,66,12.0,1.0,11.5,450.45,180,15.0,5,1,0,0
Auto Refinance,Refinance,68.0,54815.13,54815.13,APPROVED,P,TX,709.0,CAR,49045.0,0,72 MO NEW,1.tov-Vehicle T2,72,5.0,1.0,27.082,894.5,36,3.0,0,5,0,0
Auto Refinance,Refinance,5.0,34833.59,34833.59,APPROVED,P,TX,662.0,CAR,38725.0,0,5 YR USED,1.tov-Vehicle T3,48,4.0,1.0,34.942,858.55,62,5.17,0,5,0,0
Auto Refinance,Private Party Purchase,19818.91,7.0,0.0,DECLINED,P,TX,704.0,CAR,22825.0,0,TOKEN COLLATERAL,1.tov-Vehicle T2,30,6.0,2.0,39.881,0.0,84,7.0,0,3,1,0
Auto Refinance,Refinance,95.0,9794.16,9794.16,APPROVED,P,TX,722.0,CAR,14150.0,0,6-10 YR USED,1.tov-Vehicle T2,36,3.0,1.0,41.981,317.71,34,2.83,0,5,0,0
Used Vehicle Loan,Refinance,48184.2,48219.52,0.0,APPROVED,P,TX,683.0,CAR,66125.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,16.0,6.0,37.803,0.0,12,1.0,5,5,0,0
Used Vehicle Loan,Dealer Purchase,1.0,12695.0,12695.0,APPROVED,P,TX,657.0,CAR,21775.0,0,6-10 YR USED,1.tov-Vehicle T3,36,12.0,926.92,7.386,414.75,14,1.17,5,1,0,0
Auto Refinance,Refinance,32631.55,32664.55,0.0,DECLINED,P,KS,654.0,CAR,40900.0,0,2 YR USED,1.tov-Vehicle T3,66,10.0,1.0,10.811,0.0,36,3.0,0,5,1,0
Used Vehicle Loan,Refinance,4.0,386.0,386.0,APPROVED,P,TX,684.0,CAR,33075.0,0,4 YR USED,1.tov-Vehicle T3,54,4.0,1.0,45.672,838.66,42,3.5,5,5,0,0
New Vehicle Loan,Refinance,1274.64,97.0,0.0,DECLINED,P,TX,767.0,CAR,9700.0,0,5 YR USED,1.tov-Vehicle T1,36,2.0,634.76,25.18,0.0,12,1.0,2,5,1,0
Used Vehicle Loan,Dealer Purchase,75.0,715.0,715.0,APPROVED,P,NM,794.0,CAR,7150.0,0,TOKEN COLLATERAL,1.tov-Vehicle T1,30,6.0,2.0,38.151,279.1,66,5.5,5,1,0,0
Auto Refinance,Refinance,38845.83,39129.4,39129.4,APPROVED,P,TX,665.0,CAR,40075.0,0,2 YR USED,1.tov-Vehicle T3,66,2.0,970.8,38.832,701.24,84,7.0,0,5,0,0
Other Secured Loan,Purchase-Other,5.0,528.0,0.0,APPROVED,P,TX,623.0,CAR,9550.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,5.0,1.0,29.713,0.0,107,8.92,3,4,0,0
Auto Refinance,Refinance,23696.32,23731.82,23731.82,DECLINED,P,TX,751.0,CAR,38725.0,0,2 YR USED,1.tov-Vehicle T1,66,5.0,1.0,36.721,413.05,18,1.5,0,5,1,0
Auto Refinance,Refinance,427.23,4215.73,0.0,APPROVED,P,TX,722.0,CAR,41075.0,0,72 MO NEW,1.tov-Vehicle T2,72,2.0,932.79,38.368,0.0,72,6.0,0,5,0,0
Auto Refinance,Refinance,24.0,24416.88,24416.88,APPROVED,P,TX,680.0,CAR,27925.0,0,4 YR USED,1.tov-Vehicle T3,54,6.0,2.0,33.47,533.09,240,20.0,0,5,0,0
Auto Refinance,Refinance,5842.8,5875.8,0.0,DECLINED,P,TX,725.0,CAR,15225.0,0,5 YR USED,1.tov-Vehicle T2,36,3.0,505.9,14.454,0.0,68,5.67,0,5,1,0
Used Vehicle Loan,Dealer Purchase,24.0,2528.92,2528.92,APPROVED,P,NM,620.0,CAR,25025.0,0,4 YR USED,1.tov-Vehicle T3,54,4.0,1.0,37.081,543.99,57,4.75,5,1,0,0
Auto Refinance,Refinance,4.0,42989.74,42989.74,APPROVED,P,TX,729.0,CAR,51875.0,0,72 MO NEW,1.tov-Vehicle T2,72,7.0,1.0,17.046,701.62,42,3.5,0,5,0,0
Auto Refinance,Refinance,3.0,3258.53,3258.53,APPROVED,P,TX,690.0,CAR,53245.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,4.0,589.08,12.354,503.5,12,1.0,0,5,0,0
Auto Refinance,Refinance,54.0,58342.87,58342.87,APPROVED,P,TX,661.0,CAR,51175.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,34.0,2.0,6.614,970.42,48,4.0,0,5,0,0
Auto Refinance,Refinance,54.0,514.0,514.0,APPROVED,P,TX,661.0,CAR,43990.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,34.0,2.0,6.281,854.99,48,4.0,0,5,0,0
Auto Refinance,Refinance,2.0,24922.14,24922.14,APPROVED,P,TX,685.0,CAR,30225.0,0,6-10 YR USED,1.tov-Vehicle T3,36,3.0,1.0,41.332,813.42,264,22.0,0,5,0,0
Auto Refinance,Refinance,14337.7,14358.58,14358.58,APPROVED,P,TX,652.0,CAR,21800.0,0,2 YR USED,1.tov-Vehicle T3,35,3.0,1.0,43.678,448.09,12,1.0,0,5,0,0
New Vehicle Loan,Refinance,4854.6,48545.6,0.0,APPROVED,P,NM,714.0,CAR,55840.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,3.0,795.33,22.147,0.0,84,7.0,2,5,0,0
Auto Refinance,Refinance,7781.48,7816.98,0.0,DECLINED,P,TX,747.0,CAR,16225.0,0,4 YR USED,1.tov-Vehicle T3,54,6.0,2.0,45.179,0.0,192,16.0,0,5,1,0
New Vehicle Loan,Purchase-Other,4362.36,4362.36,0.0,APPROVED,P,AZ,699.0,CAR,35655.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,7.0,3.0,45.669,0.0,44,3.67,2,4,0,0
Auto Refinance,Refinance,6.0,676.71,633.42,APPROVED,P,TX,716.0,CAR,8525.0,0,TOKEN COLLATERAL,1.tov-Vehicle T2,30,1.0,473.21,44.127,237.2,12,1.0,0,5,0,0
Auto Refinance,Refinance,46787.91,46787.91,0.0,DECLINED,P,TX,750.0,CAR,47175.0,0,72 MO NEW,1.tov-Vehicle T1,72,5.0,790.83,15.817,0.0,25,2.08,0,5,1,0
Auto Refinance,Refinance,17295.0,17347.86,17347.86,APPROVED,P,TX,840.0,CAR,62600.0,0,3 YR USED,1.tov-Vehicle T1,60,7.0,670.3,9.423,330.3,12,1.0,0,5,0,0
Auto Refinance,Refinance,13749.0,13494.87,0.0,DECLINED,P,TX,797.0,CAR,22775.0,0,4 YR USED,1.tov-Vehicle T1,37,2.0,565.06,21.733,0.0,12,1.0,0,5,1,0
Auto Refinance,Refinance,42244.56,2357.25,2357.25,APPROVED,P,TX,621.0,CAR,22475.0,0,4 YR USED,1.tov-Vehicle T3,54,5.0,1.0,28.245,512.32,97,8.08,0,5,0,0
Used Vehicle Loan,Purchase-Other,65.0,6936.75,0.0,APPROVED,P,TX,628.0,CAR,10450.0,0,6-10 YR USED,1.tov-Vehicle T3,36,3.0,1.0,34.067,0.0,64,5.33,5,4,0,0
Auto Refinance,Refinance,33823.23,33841.2,33841.2,APPROVED,P,TX,740.0,CAR,29425.0,0,2 YR USED,1.tov-Vehicle T2,66,3.0,753.91,20.664,598.35,12,1.0,0,5,0,0
Auto Refinance,Refinance,31423.23,3683.25,0.0,DECLINED,P,TX,626.0,CAR,26225.0,0,3 YR USED,1.tov-Vehicle T3,66,7.0,3.0,42.333,0.0,68,5.67,0,5,1,0
New Vehicle Loan,Dealer Purchase,34.0,35.0,35.0,APPROVED,P,TX,622.0,CAR,29620.0,0,72 MO NEW,1.tov-Vehicle T3,72,1.0,822.87,48.404,504.87,48,4.0,2,1,0,0
New Vehicle Loan,Refinance,63.0,4522.5,4522.5,APPROVED,P,TX,712.0,CAR,38650.0,0,72 MO NEW,1.tov-Vehicle T3,72,7.0,2.0,34.367,752.94,12,1.0,2,5,0,0
New Vehicle Loan,Purchase-Other,3872.37,27483.3,27483.3,APPROVED,P,TX,703.0,CAR,23490.0,0,72 MO NEW,1.tov-Vehicle T3,72,4.0,1.0,39.288,454.93,4,0.33,2,4,0,0
Auto Refinance,Refinance,1243.69,12452.8,12452.8,APPROVED,P,TX,828.0,CAR,32850.0,0,3 YR USED,1.tov-Vehicle T1,60,5.0,312.28,5.765,238.76,120,10.0,0,5,0,0
Auto Refinance,Refinance,45121.0,46391.31,46391.31,APPROVED,P,AZ,662.0,CAR,46600.0,0,4 YR USED,1.tov-Vehicle T3,54,2.0,1.0,36.205,1012.36,12,1.0,0,5,0,0
Auto Refinance,Refinance,4956.0,49851.6,49851.6,APPROVED,P,TX,646.0,CAR,64900.0,0,2 YR USED,1.tov-Vehicle T3,66,6.0,2.0,41.405,893.27,84,7.0,0,5,0,0
Auto Refinance,Refinance,51339.36,51372.36,51372.36,DECLINED,P,TX,771.0,CAR,47850.0,0,2 YR USED,1.tov-Vehicle T1,66,10.0,4.0,41.964,889.24,36,3.0,0,5,1,0
Auto Refinance,Refinance,25.0,31689.8,31689.8,APPROVED,P,NM,704.0,CAR,30625.0,0,2 YR USED,1.tov-Vehicle T2,66,3.0,1.0,39.967,560.35,24,2.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,15.0,18125.0,18125.0,APPROVED,P,TX,771.0,CAR,18125.0,0,6-10 YR USED,1.tov-Vehicle T1,36,5.0,2.0,46.539,591.79,36,3.0,5,4,0,0
Used Vehicle Loan,Lease Buyout,18739.0,18739.0,0.0,DECLINED,P,TX,740.0,CAR,28325.0,0,2 YR USED,1.tov-Vehicle T2,66,5.0,2.0,37.85,0.0,30,2.5,5,2,1,0
Used Vehicle Loan,Purchase-Other,12.0,6.0,0.0,APPROVED,P,TX,661.0,CAR,8550.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,15.0,5.0,37.648,0.0,339,28.25,5,4,0,0
Auto Refinance,Refinance,34629.0,34854.78,34854.78,APPROVED,P,TX,669.0,CAR,53475.0,0,3 YR USED,1.tov-Vehicle T3,66,19.0,4.0,23.257,632.34,60,5.0,0,5,0,0
Auto Refinance,Refinance,13964.22,38836.47,38836.47,APPROVED,P,TX,669.0,CAR,53475.0,0,4 YR USED,1.tov-Vehicle T3,54,19.0,4.0,23.64,843.79,60,5.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,15.0,15697.5,15697.5,APPROVED,P,TX,690.0,CAR,21150.0,0,3 YR USED,1.tov-Vehicle T3,66,2.0,835.58,41.779,285.03,12,1.0,5,4,0,0
Auto Refinance,Refinance,87379.12,88465.41,88465.41,APPROVED,P,TX,673.0,CAR,88950.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,7.0,2.0,38.618,1479.88,108,9.0,0,5,0,0
Auto Refinance,Refinance,14149.14,14184.64,0.0,APPROVED,P,TX,620.0,CAR,21075.0,0,4 YR USED,1.tov-Vehicle T3,54,6.0,1.0,19.301,0.0,432,36.0,0,5,0,0
Other Secured Loan,Purchase-Other,4.0,1855.0,0.0,DECLINED,P,TX,778.0,CAR,18550.0,0,5 YR USED,1.tov-Vehicle T1,48,7.0,1.0,22.979,0.0,17,1.42,3,4,1,0
New Vehicle Loan,Purchase-Other,2.0,35831.83,0.0,APPROVED,P,TX,677.0,CAR,38950.0,0,3 YR USED,1.tov-Vehicle T3,66,4.0,1.0,43.405,0.0,15,1.25,2,4,0,0
Auto Refinance,Refinance,2.0,2113.2,2113.2,APPROVED,P,TX,807.0,CAR,28425.0,0,5 YR USED,1.tov-Vehicle T2,48,2.0,552.76,18.952,493.38,99,8.25,0,5,0,0
New Vehicle Loan,Dealer Purchase,35.0,3955.51,3955.51,APPROVED,P,TX,728.0,CAR,36795.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,6.0,1.0,24.137,648.38,213,17.75,2,1,0,0
New Vehicle Loan,Dealer Purchase,5.0,3965.0,3965.0,APPROVED,P,TX,693.0,CAR,2465.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,3.0,414.33,12.308,161.34,24,2.0,2,1,0,0
Auto Refinance,Refinance,45377.49,3685.0,0.0,DECLINED,P,TX,662.0,CAR,36850.0,0,6-10 YR USED,1.tov-Vehicle T3,36,8.0,2.0,30.851,0.0,24,2.0,0,5,1,0
Auto Refinance,Refinance,13474.44,525.0,525.0,APPROVED,P,TX,661.0,CAR,5250.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,4.0,1.0,22.249,207.87,14,1.17,0,5,0,0
Auto Refinance,Refinance,1866.1,2143.78,2143.78,APPROVED,P,TX,803.0,CAR,7188.0,0,TOKEN COLLATERAL,1.tov-Vehicle T2,30,4.0,2.0,48.887,84.9,12,1.0,0,5,0,0
Auto Refinance,Refinance,32.0,36653.66,36653.66,APPROVED,P,TX,709.0,CAR,39350.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,8.0,4.0,47.439,604.47,12,1.0,0,5,0,0
Auto Refinance,Refinance,11.0,184.69,184.69,APPROVED,P,NM,649.0,CAR,17875.0,0,4 YR USED,1.tov-Vehicle T3,33,5.0,2.0,46.942,363.59,84,7.0,0,5,0,0
Auto Refinance,Refinance,41.0,3846.5,0.0,DECLINED,P,AZ,732.0,CAR,31525.0,0,4 YR USED,1.tov-Vehicle T2,54,5.0,2.0,47.354,0.0,36,3.0,0,5,1,0
Auto Refinance,Refinance,51.0,52439.34,52439.34,APPROVED,P,TX,628.0,CAR,46500.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,9.0,2.0,29.3,871.86,171,14.25,0,5,0,0
Auto Refinance,Refinance,4597.2,45935.2,0.0,DECLINED,P,TX,685.0,CAR,48700.0,0,3 YR USED,1.tov-Vehicle T3,66,8.0,1.0,14.155,0.0,49,4.08,0,5,1,0
Auto Refinance,Refinance,4.0,4976.88,4976.88,APPROVED,P,TX,748.0,CAR,11950.0,0,6-10 YR USED,1.tov-Vehicle T2,36,1.0,215.04,11.881,161.85,12,1.0,0,5,0,0
Auto Refinance,Refinance,3198.62,31936.62,31939.12,APPROVED,P,TX,636.0,CAR,36200.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,4.0,1.0,22.286,531.02,84,7.0,0,5,0,0
Auto Refinance,Refinance,27.0,2627.62,2627.62,APPROVED,P,TX,629.0,CAR,29475.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,2.0,436.78,19.676,436.78,36,3.0,0,5,0,0
Used Vehicle Loan,Private Party Purchase,2.0,3498.69,3498.69,APPROVED,P,AZ,807.0,CAR,27400.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,72,4.0,683.61,16.842,492.02,360,30.0,5,3,0,0
Auto Refinance,Refinance,2659.33,285.91,285.91,APPROVED,P,TX,687.0,CAR,21225.0,0,4 yr USED,1.tov-Vehicle T3,54,2.0,1.0,44.806,455.31,35,2.92,0,5,0,0
Used Vehicle Loan,Dealer Purchase,35.0,372.0,372.0,DECLINED,P,TX,682.0,CAR,31825.0,0,3 YR USED,1.tov-Vehicle T3,66,3.0,819.4,27.313,674.86,98,8.17,5,1,1,0
Auto Refinance,Refinance,3815.22,38724.41,38724.41,APPROVED,P,TX,676.0,CAR,55300.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T4,66,6.0,1.0,29.355,735.17,17,1.42,0,5,0,0
Auto Refinance,Refinance,9252.0,8.0,8.0,APPROVED,P,TX,781.0,CAR,10850.0,0,TOKEN COLLATERAL,1.tov-Vehicle T1,30,7.0,2.0,38.662,312.98,72,6.0,0,5,0,0
Used Vehicle Loan,Dealer Purchase,3985.0,16729.4,39729.4,APPROVED,P,TX,811.0,CAR,37400.0,0,3 YR USED,1.tov-Vehicle T1,66,5.0,1.0,23.258,696.67,446,37.17,5,1,0,0
Auto Refinance,Refinance,6537.89,618.55,618.55,APPROVED,P,TX,656.0,CAR,15400.0,0,6-10 YR USED,1.tov-Vehicle T3,36,3.0,1.0,38.045,199.99,24,2.0,0,5,0,0
Auto Refinance,Refinance,57.0,56288.9,56288.9,APPROVED,P,TX,819.0,CAR,51145.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,72,5.0,1.0,33.293,907.72,240,20.0,0,5,0,0
Auto Refinance,Refinance,54.0,53571.9,53571.9,APPROVED,P,TX,688.0,CAR,61025.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,5.0,2.0,37.182,896.34,66,5.5,0,5,0,0
Used Vehicle Loan,Private Party Purchase,73166.27,7899.65,7899.65,APPROVED,P,TX,648.0,CAR,79825.0,0,2 YR USED,1.tov-Vehicle T3,66,18.0,4.0,24.676,1413.71,180,15.0,5,3,0,0
Auto Refinance,Refinance,37581.27,37648.1,37648.1,APPROVED,P,TX,650.0,CAR,32945.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,3.0,820.94,27.315,625.75,18,1.5,0,5,0,0
Auto Refinance,Refinance,17.0,1787.52,1787.52,APPROVED,P,TX,675.0,CAR,22800.0,0,3 YR USED,1.tov-Vehicle T3,66,6.0,1.0,33.079,311.91,18,1.5,0,5,0,0
Auto Refinance,Refinance,1941.61,19446.11,0.0,APPROVED,P,TX,656.0,CAR,25625.0,0,4 YR USED,1.tov-Vehicle T3,54,4.0,699.99,16.807,0.0,108,9.0,0,5,0,0
Auto Refinance,Refinance,41439.5,415.85,415.85,DECLINED,P,TX,707.0,CAR,32800.0,0,3 YR USED,1.tov-Vehicle T2,66,6.0,1.0,32.872,715.71,75,6.25,0,5,1,0
Auto Refinance,Refinance,9579.0,9439.41,9439.41,APPROVED,P,TX,762.0,CAR,19500.0,0,6-10 YR USED,1.tov-Vehicle T1,36,2.0,946.92,35.509,302.72,108,9.0,0,5,0,0
Used Vehicle Loan,Dealer Purchase,5337.86,494.1,494.1,APPROVED,P,TX,668.0,CAR,42275.0,0,3 YR USED,1.tov-Vehicle T3,66,9.0,1.0,15.307,900.87,104,8.67,5,1,0,0
Other Secured Loan,Refinance,5.0,528.0,528.0,APPROVED,P,TX,644.0,CAR,6155.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,4.0,905.14,22.867,199.13,125,10.42,3,5,0,0
Auto Refinance,Refinance,14883.9,14916.9,0.0,DECLINED,P,TX,662.0,CAR,22050.0,0,5 YR USED,1.tov-Vehicle T3,48,8.0,2.0,33.614,0.0,12,1.0,0,5,1,0
New Vehicle Loan,Purchase-Other,66.0,54328.4,0.0,APPROVED,P,TX,646.0,CAR,47005.0,0,72 MO NEW,1.tov-Vehicle T3,72,12.0,3.0,27.764,0.0,133,11.08,2,4,0,0
Used Vehicle Loan,Refinance,25383.0,24798.0,24798.0,APPROVED,P,TX,666.0,CAR,25475.0,0,2 yr USED,1.tov-Vehicle T3,66,7.0,1.0,19.514,444.58,34,2.83,5,5,0,0
Auto Refinance,Refinance,37895.97,37931.47,37931.47,APPROVED,P,TX,625.0,CAR,35025.0,0,2 YR USED,1.tov-Vehicle T3,66,4.0,1.0,39.909,683.04,36,3.0,0,5,0,0
Auto Refinance,Refinance,51138.88,51142.88,51142.88,DECLINED,P,AZ,738.0,CAR,49850.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,5.0,842.84,16.857,842.84,12,1.0,0,5,1,0
Used Vehicle Loan,Purchase-Other,29247.2,26725.0,0.0,APPROVED,P,TX,658.0,CAR,26725.0,0,6-10 YR USED,1.tov-Vehicle T3,36,8.0,1.0,19.049,0.0,432,36.0,5,4,0,0
Other Secured Loan,Refinance,4.0,435.5,4225.0,APPROVED,P,TX,696.0,CAR,4225.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,4.0,1.0,21.021,167.48,60,5.0,3,5,0,0
Used Vehicle Loan,Purchase-Other,12.0,8.0,0.0,DECLINED,P,TX,765.0,CAR,12700.0,0,TOKEN COLLATERAL,1.tov-Vehicle T1,30,4.0,992.19,21.69,0.0,60,5.0,5,4,1,0
Used Vehicle Loan,Dealer Purchase,389.0,287.98,287.98,APPROVED,P,TX,780.0,CAR,39975.0,0,4 YR USED,1.tov-Vehicle T1,54,4.0,2.0,47.324,606.38,36,3.0,5,1,0,0
New Vehicle Loan,Dealer Purchase,35.0,48816.61,48816.61,APPROVED,P,TX,699.0,CAR,46100.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,19.0,3.0,17.044,811.65,48,4.0,2,1,0,0
Auto Refinance,Refinance,32888.13,32916.13,32916.13,APPROVED,P,TX,687.0,CAR,29250.0,0,3 YR USED,1.tov-Vehicle T3,66,3.0,707.97,23.112,600.42,29,2.42,0,5,0,0
Auto Refinance,Refinance,5.0,52963.83,52963.83,APPROVED,P,TX,718.0,CAR,52325.0,0,2 YR USED,1.tov-Vehicle T2,66,4.0,1.0,33.523,936.22,34,2.83,0,5,0,0
Auto Refinance,Refinance,17.0,13626.49,13626.49,APPROVED,P,TX,696.0,CAR,30175.0,0,5 YR USED,1.tov-Vehicle T3,48,1.0,335.86,17.335,334.22,12,1.0,0,5,0,0
Used Vehicle Loan,Refinance,8.0,845.43,845.43,APPROVED,P,TX,633.0,CAR,19675.0,0,4 YR USED,1.tov-Vehicle T3,54,933.75,183.49,19.651,184.03,12,1.0,5,5,0,0
Used Vehicle Loan,Purchase-Other,12397.2,12397.2,12397.2,APPROVED,P,TX,796.0,CAR,13000.0,0,6-10 YR USED,1.tov-Vehicle T1,36,882.43,428.51,48.56,397.31,12,1.0,5,4,0,0
Auto Refinance,Refinance,45.0,5427.0,5427.0,APPROVED,P,TX,642.0,CAR,43100.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,8.0,1.0,23.92,843.33,120,10.0,0,5,0,0
Auto Refinance,Refinance,38832.6,33368.82,33368.82,APPROVED,P,TX,762.0,CAR,26570.0,0,72 MO NEW,1.tov-Vehicle T1,72,23.0,5.0,22.047,532.71,37,3.08,0,5,0,0
New Vehicle Loan,Purchase-Other,5.0,57733.65,57733.65,APPROVED,P,NM,690.0,CAR,49345.0,0,72 MO NEW,1.tov-Vehicle T3,72,3.0,1.0,36.291,956.08,12,1.0,2,4,0,0
Auto Refinance,Refinance,25664.28,25699.78,0.0,APPROVED,P,TX,641.0,CAR,22350.0,0,4 YR USED,1.tov-Vehicle T3,54,6.0,2.0,40.794,0.0,384,32.0,0,5,0,0
Auto Refinance,Refinance,1729.53,15475.0,0.0,DECLINED,P,TX,721.0,CAR,15475.0,0,5 YR USED,1.tov-Vehicle T4,48,4.0,425.8,9.29,0.0,12,1.0,0,5,1,0
Used Vehicle Loan,Purchase-Other,45524.63,45524.63,51246.0,APPROVED,P,TX,644.0,CAR,41625.0,0,2 YR USED,1.tov-Vehicle T3,66,3.0,998.72,27.057,917.81,12,1.0,5,4,0,0
Auto Refinance,Refinance,28752.13,2575.0,0.0,DECLINED,P,TX,665.0,CAR,25075.0,0,5 YR USED,1.tov-Vehicle T3,48,5.0,2.0,38.207,0.0,63,5.25,0,5,1,0
Used Vehicle Loan,Purchase-Other,7257.71,7257.71,0.0,APPROVED,P,TX,767.0,CAR,11225.0,0,5 YR USED,1.tov-Vehicle T1,48,4.0,370.45,8.047,0.0,14,1.17,5,4,0,0
New Vehicle Loan,Purchase-Other,29244.3,2125.0,0.0,DECLINED,P,TX,687.0,CAR,21250.0,0,5 YR USED,1.tov-Vehicle T3,48,4.0,1.0,23.875,0.0,121,10.08,2,4,1,0
Auto Refinance,Refinance,45992.36,4625.36,0.0,DECLINED,P,TX,715.0,CAR,62850.0,0,3 YR USED,1.tov-Vehicle T4,66,22.0,896.43,3.985,0.0,82,6.83,0,5,1,0
Other Secured Loan,Purchase-Other,5.0,3325.0,3325.0,APPROVED,P,TX,670.0,CAR,3325.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,2.0,131.37,5.471,132.31,12,1.0,3,4,0,0
Used Vehicle Loan,Private Party Purchase,24433.0,21951.78,21951.78,APPROVED,P,TX,718.0,CAR,36000.0,0,3 YR USED,1.tov-Vehicle T2,66,5.0,2.0,41.669,392.62,144,12.0,5,3,0,0
Auto Refinance,Refinance,12.0,12365.22,12365.22,APPROVED,P,TX,735.0,CAR,16325.0,0,6-10 YR USED,6.tov-Vehicle T2,36,4.0,810.1,17.015,400.1,49,4.08,0,5,0,0
Used Vehicle Loan,Refinance,25.0,24348.58,24348.58,APPROVED,P,TX,661.0,CAR,30875.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T3,66,3.0,1.0,48.691,432.4,36,3.0,5,5,0,0
Auto Refinance,Refinance,4.0,4724.6,4724.6,APPROVED,P,TX,735.0,CAR,35925.0,0,3 YR USED,1.tov-Vehicle T2,66,6.0,2.0,35.592,728.83,246,20.5,0,5,0,0
Auto Refinance,Refinance,13.0,13592.48,13592.48,APPROVED,P,AZ,794.0,CAR,24650.0,0,4 YR USED,1.tov-Vehicle T1,54,2.0,1.0,36.58,287.45,30,2.5,0,5,0,0
Auto Refinance,Refinance,24164.14,24194.64,0.0,DECLINED,P,TX,770.0,CAR,24250.0,0,2 YR USED,1.tov-Vehicle T3,66,3.0,501.33,14.324,0.0,13,1.08,0,5,1,0
Used Vehicle Loan,Private Party Purchase,2.0,1975.0,1975.0,APPROVED,P,TX,636.0,CAR,19750.0,0,6-10 YR USED,1.tov-Vehicle T3,36,8.0,645.94,7.745,646.76,37,3.08,5,3,0,0
Auto Refinance,Refinance,17.0,17274.94,17274.94,APPROVED,P,TX,684.0,CAR,15925.0,0,3 YR USED,1.tov-Vehicle T3,66,3.0,853.18,23.248,313.18,240,20.0,0,5,0,0
Other Secured Loan,Bills,5.0,425.0,425.0,APPROVED,P,TX,638.0,CAR,4250.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,2.0,927.48,44.411,168.47,144,12.0,3,0,0,0
