Loan_SubType,Loan_Type,Requested_LoanAmount,Approved_LoanAmount,Funded_LoanAmount,Loan_Status,Borrower_Type,Applicant_State,Credit_Score,Type_ofVehicle,Value_ofAsset,LTV_Ratio,Loan_Class,Loan_Tier,Loan_Term,Monthly_Income,Monthly_debt,DTI_Ratio,Monthly_LoanPayment,Age_of_Employment_in_Months,Age_of_Employment_in_Years,Loan_SubType_Cat,Loan_Type_Cat,Loan_Status_Cat,Borrower_Type_Cat
Auto Refinance,Refinance,2186.29,2214.29,0.0,APPROVED,P,TX,724.0,CAR,41800.0,0,3 YR USED,1.tov-Vehicle T2,66,3.0,587.52,19.517,0.0,60,5.0,0,5,0,0
Auto Refinance,Refinance,2.0,2189.73,2189.73,APPROVED,P,TX,740.0,CAR,26550.0,0,3 YR USED,1.tov-Vehicle T2,66,3.0,391.12,10.915,361.56,216,18.0,0,5,0,0
Auto Refinance,Refinance,57984.2,57764.2,0.0,APPROVED,P,NM,661.0,CAR,49375.0,0,4 YR USED,1.tov-Vehicle T3,54,9.0,2.0,29.531,0.0,152,12.67,0,5,0,0
Auto Refinance,Refinance,2.0,2889.87,2889.87,APPROVED,P,TX,643.0,CAR,25800.0,0,2 YR USED,1.tov-Vehicle T3,66,2.0,758.37,28.683,384.83,15,1.25,0,5,0,0
Auto Refinance,Refinance,23.0,1488.41,1488.41,APPROVED,P,TX,666.0,CAR,20450.0,0,4 YR USED,1.tov-Vehicle T3,54,7.0,1.0,26.314,330.84,0,0.0,0,5,0,0
Auto Refinance,Refinance,47467.34,5263.37,5263.37,APPROVED,P,TX,738.0,CAR,48100.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,7.0,940.34,13.178,860.76,18,1.5,0,5,0,0
Auto Refinance,Refinance,4.0,374.68,374.68,APPROVED,P,TX,707.0,CAR,12213.0,0,6-10 YR USED,1.tov-Vehicle T2,36,3.0,1.0,44.452,120.69,12,1.0,0,5,0,0
Auto Refinance,Refinance,17.0,17553.67,17553.67,APPROVED,P,TX,645.0,CAR,25025.0,0,5 YR USED,1.tov-Vehicle T3,48,8.0,2.0,34.73,443.13,120,10.0,0,5,0,0
Auto Refinance,Bills,1.0,133.0,133.0,APPROVED,P,TX,767.0,CAR,12700.0,0,5 YR USED,1.tov-Vehicle T1,48,6.0,2.0,32.499,241.16,24,2.0,0,0,0,0
New Boat/RV Loan,Bills,22.0,6.0,6.0,APPROVED,P,TX,627.0,CAR,7950.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,12.0,743.45,5.883,236.45,42,3.5,1,0,0,0
Auto Refinance,Refinance,26.0,1975.0,0.0,DECLINED,P,TX,711.0,CAR,19750.0,0,5 YR USED,1.tov-Vehicle T3,48,4.0,1.0,26.964,0.0,84,7.0,0,5,1,0
Auto Refinance,Refinance,28236.0,28164.31,28164.31,APPROVED,P,TX,646.0,CAR,27300.0,0,4 YR USED,1.tov-Vehicle T3,54,4.0,1.0,24.441,625.92,60,5.0,0,5,0,0
Auto Refinance,Refinance,72.0,63963.9,63963.9,APPROVED,P,TX,640.0,CAR,67275.0,0,4 YR USED,1.tov-Vehicle T3,54,7.0,3.0,49.217,1420.25,245,20.42,0,5,0,0
Other Secured Loan,Bills,4.0,1515.0,1515.0,APPROVED,P,TX,714.0,CAR,1515.0,0,TOKEN COLLATERAL,1.tov-Vehicle T2,12,4.0,885.12,22.128,136.12,84,7.0,3,0,0,0
Auto Refinance,Refinance,66115.35,66148.35,0.0,DECLINED,P,TX,707.0,CAR,58125.0,0,2 YR USED,1.tov-Vehicle T2,66,4.0,1.0,37.527,0.0,20,1.67,0,5,1,0
Auto Refinance,Refinance,2141.8,21438.8,0.0,DECLINED,P,TX,647.0,CAR,31000.0,0,3 YR USED,1.tov-Vehicle T3,66,6.0,1.0,17.011,0.0,36,3.0,0,5,1,0
Auto Refinance,Refinance,37775.6,3788.6,0.0,APPROVED,P,TX,739.0,CAR,37775.06,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,7.0,709.44,9.693,0.0,20,1.67,0,5,0,0
Used Vehicle Loan,Purchase-Other,53947.14,52766.59,52766.59,APPROVED,P,TX,647.0,CAR,45100.0,0,2 YR USED,1.tov-Vehicle T3,66,7.0,1.0,20.427,976.56,12,1.0,5,4,0,0
Auto Refinance,Refinance,3228.0,37455.95,371.71,APPROVED,P,TX,681.0,CAR,45875.0,0,2 yr USED,1.tov-Vehicle T4,66,4.0,1.0,33.046,682.64,24,2.0,0,5,0,0
Auto Refinance,Refinance,8889.84,7575.0,0.0,DECLINED,P,TX,754.0,CAR,7575.0,0,6-10 YR USED,6.tov-Vehicle T1,36,4.0,1.0,26.034,0.0,109,9.08,0,5,1,0
Other Secured Loan,Bills,1.0,1533.0,1533.0,APPROVED,P,TX,673.0,CAR,28475.0,0,3 YR USED,1.tov-Vehicle T3,60,8.0,3.0,37.789,303.16,61,5.08,3,0,0,0
Auto Refinance,Refinance,4429.89,44589.29,44589.29,APPROVED,P,TX,784.0,CAR,38550.0,0,3 YR USED,1.tov-Vehicle T1,66,3.0,1.0,38.033,786.06,278,23.17,0,5,0,0
New Vehicle Loan,Dealer Purchase,3.0,2425.4,2425.4,APPROVED,P,TX,657.0,CAR,22850.0,0,2 YR USED,1.tov-Vehicle T3,66,6.0,636.47,9.654,433.93,33,2.75,2,1,0,0
Auto Refinance,Refinance,38294.5,38327.5,0.0,APPROVED,P,TX,742.0,CAR,35240.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,5.0,2.0,47.568,0.0,6,0.5,0,5,0,0
Auto Refinance,Refinance,9845.39,9878.39,0.0,DECLINED,P,TX,739.0,CAR,24700.0,0,2 YR USED,1.tov-Vehicle T2,48,4.0,1.0,36.45,0.0,29,2.42,0,5,1,0
Auto Refinance,Refinance,5259.61,5382.49,5382.49,APPROVED,P,NM,697.0,CAR,5575.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,2.0,634.66,24.968,212.66,36,3.0,0,5,0,0
Other Secured Loan,Bills,8.0,6.0,6.0,DECLINED,P,TX,642.0,CAR,6730.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,1.0,3.0,307.045,236.45,120,10.0,3,0,1,0
Auto Refinance,Refinance,122.1,1256.76,1256.76,APPROVED,P,TX,668.0,CAR,19575.0,0,4 YR USED,1.tov-Vehicle T3,51,3.0,925.84,28.933,280.84,42,3.5,0,5,0,0
Used Vehicle Loan,Purchase-Other,35.0,3235.0,0.0,DECLINED,P,TX,717.0,CAR,26200.0,0,5 YR USED,1.tov-Vehicle T3,48,4.0,1.0,45.89,0.0,24,2.0,5,4,1,0
Other Secured Loan,Purchase-Other,1.0,6.0,6.0,APPROVED,P,TX,677.0,CAR,13175.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,3.0,236.41,6.89,237.4,241,20.08,3,4,0,0
Auto Refinance,Refinance,22919.71,22947.71,22833.17,APPROVED,P,TX,638.0,CAR,25550.0,0,2 YR USED,1.tov-Vehicle T3,66,6.0,3.0,48.235,345.96,12,1.0,0,5,0,0
Auto Refinance,Refinance,18779.76,18784.76,0.0,APPROVED,P,NM,666.0,CAR,20975.0,0,5 YR USED,1.tov-Vehicle T3,48,4.0,1.0,28.962,0.0,12,1.0,0,5,0,0
Auto Refinance,Refinance,28.0,27772.19,27772.19,APPROVED,P,TX,765.0,CAR,46150.0,0,4 YR USED,1.tov-Vehicle T1,54,3.0,874.25,22.483,586.25,80,6.67,0,5,0,0
Auto Refinance,Refinance,27866.0,2815.9,2815.9,APPROVED,P,NM,624.0,CAR,27300.0,0,4 YR USED,1.tov-Vehicle T3,54,5.0,1.0,33.367,624.83,24,2.0,0,5,0,0
Auto Refinance,Refinance,34458.14,34486.14,0.0,APPROVED,P,TX,705.0,CAR,35075.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,4.0,1.0,32.899,0.0,240,20.0,0,5,0,0
Auto Refinance,Refinance,61741.49,61774.49,61774.49,APPROVED,P,TX,757.0,CAR,56725.0,0,2 YR USED,1.tov-Vehicle T1,66,4.0,1.0,26.257,1067.4,84,7.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,25.0,26814.45,0.0,APPROVED,P,TX,696.0,CAR,31825.0,0,2 YR USED,1.tov-Vehicle T3,66,6.0,2.0,32.96,0.0,162,13.5,5,4,0,0
Auto Refinance,Refinance,31179.46,35.0,0.0,DECLINED,P,TX,622.0,CAR,30050.0,0,6-10 YR USED,1.tov-Vehicle T3,36,5.0,2.0,50.522,0.0,42,3.5,0,5,1,0
Used Vehicle Loan,Purchase-Other,37.0,36535.46,0.0,APPROVED,P,TX,761.0,CAR,32600.0,0,3 YR USED,1.tov-Vehicle T1,66,18.0,5.0,26.861,0.0,30,2.5,5,4,0,0
Auto Refinance,Refinance,1369.23,1374.23,0.0,DECLINED,P,NM,707.0,CAR,20550.0,0,3 YR USED,1.tov-Vehicle T2,48,2.0,570.53,21.396,0.0,66,5.5,0,5,1,0
Used Vehicle Loan,Purchase-Other,17.0,11728.1,11728.1,APPROVED,P,TX,629.0,CAR,13375.0,0,6-10 YR USED,1.tov-Vehicle T3,36,2.0,1.0,42.095,389.08,15,1.25,5,4,0,0
Used Vehicle Loan,Bills,15.0,1533.0,1533.0,APPROVED,P,TX,692.0,CAR,4700.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,18,1.0,196.84,12.179,96.38,12,1.0,5,0,0,0
Auto Refinance,Refinance,23.0,22844.38,22844.38,APPROVED,P,TX,744.0,CAR,34200.0,0,4 YR USED,1.tov-Vehicle T2,54,15.0,3.0,23.148,490.48,12,1.0,0,5,0,0
New Vehicle Loan,Dealer Purchase,59.0,5772.25,5772.25,APPROVED,P,TX,699.0,CAR,55720.0,0,72 MO NEW,1.tov-Vehicle T3,72,9.0,3.0,37.827,955.79,12,1.0,2,1,0,0
Used Vehicle Loan,Purchase-Other,53415.63,48379.0,48379.5,APPROVED,P,TX,664.0,CAR,41350.0,0,4 YR USED,1.tov-Vehicle T3,54,7.0,3.0,47.044,1078.89,348,29.0,5,4,0,0
Used Vehicle Loan,Dealer Purchase,19.0,6.0,0.0,DECLINED,P,AZ,667.0,CAR,22150.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,2.0,938.41,37.208,0.0,186,15.5,5,1,1,0
Auto Refinance,Refinance,38439.39,38439.39,0.0,APPROVED,P,TX,696.0,CAR,41775.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T4,66,4.0,1.0,28.71,0.0,52,4.33,0,5,0,0
Auto Refinance,Refinance,183.81,18318.81,0.0,DECLINED,P,TX,745.0,CAR,26850.0,0,6-10 YR USED,1.tov-Vehicle T2,36,3.0,1.0,47.444,0.0,194,16.17,0,5,1,0
Auto Refinance,Refinance,2743.36,2771.36,2.0,APPROVED,P,TX,652.0,CAR,28425.0,0,3 YR USED,1.tov-Vehicle T3,66,3.0,1.0,44.387,303.04,72,6.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,25.0,24423.65,24423.65,APPROVED,P,TX,670.0,CAR,20875.0,0,2 YR USED,1.tov-Vehicle T3,66,1.0,647.39,32.562,447.33,102,8.5,5,4,0,0
Auto Refinance,Refinance,35.0,2355.0,2355.0,APPROVED,P,TX,688.0,CAR,2355.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,24,6.0,1.0,17.877,112.58,24,2.0,0,5,0,0
Auto Refinance,Refinance,28463.0,28618.4,28618.4,APPROVED,P,TX,771.0,CAR,28030.0,0,72 mo NEW,1.tov-Vehicle T1,72,3.0,929.5,29.048,456.53,12,1.0,0,5,0,0
Used Vehicle Loan,Bills,5.0,4388.0,4388.0,DECLINED,P,TX,664.0,CAR,4388.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,2.0,2.0,88.213,172.92,52,4.33,5,0,1,0
Auto Refinance,Refinance,13144.17,13179.67,0.0,DECLINED,P,TX,719.0,CAR,20325.0,0,4 YR USED,1.tov-Vehicle T2,54,3.0,571.95,18.028,0.0,48,4.0,0,5,1,0
Auto Refinance,Refinance,75.0,7.0,0.0,APPROVED,P,TX,723.0,CAR,7275.0,0,TOKEN COLLATERAL,1.tov-Vehicle T2,30,7.0,2.0,37.187,0.0,241,20.08,0,5,0,0
Auto Refinance,Refinance,25417.48,2545.48,0.0,DECLINED,P,TX,648.0,CAR,28020.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T3,66,4.0,2.0,47.375,0.0,258,21.5,0,5,1,0
Auto Refinance,Refinance,22614.43,22642.43,0.0,APPROVED,P,TX,760.0,CAR,22300.0,0,4 YR USED,1.tov-Vehicle T1,54,9.0,2.0,26.033,0.0,36,3.0,0,5,0,0
Auto Refinance,Refinance,21512.57,21548.7,21548.7,APPROVED,P,TX,696.0,CAR,27400.0,0,2 YR USED,1.tov-Vehicle T4,66,3.0,1.0,37.722,423.62,52,4.33,0,5,0,0
Auto Refinance,Refinance,28678.19,28711.19,0.0,DECLINED,P,TX,797.0,CAR,31900.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T1,66,2.0,1.0,48.685,0.0,36,3.0,0,5,1,0
Auto Refinance,Refinance,1219.45,12144.95,0.0,DECLINED,P,TX,729.0,CAR,20625.0,0,6-10 YR USED,1.tov-Vehicle T2,36,4.0,604.92,13.839,0.0,81,6.75,0,5,1,0
Auto Refinance,Refinance,34223.72,34251.72,0.0,DECLINED,P,TX,625.0,CAR,35825.0,0,2 YR USED,1.tov-Vehicle T3,66,5.0,1.0,26.293,0.0,16,1.33,0,5,1,0
Auto Refinance,Refinance,27862.56,27898.6,0.0,DECLINED,P,TX,700.0,CAR,29275.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T2,66,3.0,993.2,28.698,0.0,12,1.0,0,5,1,0
Auto Refinance,Refinance,19576.1,19581.1,0.0,DECLINED,P,NM,763.0,CAR,26275.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T1,66,2.0,364.68,13.676,0.0,24,2.0,0,5,1,0
Auto Refinance,Refinance,33324.94,22325.0,0.0,DECLINED,P,MO,692.0,CAR,26250.0,0,4 YR USED,1.tov-Vehicle T3,54,4.0,910.66,19.106,0.0,35,2.92,0,5,1,0
Auto Refinance,Refinance,56718.64,56752.14,0.0,DECLINED,P,TX,732.0,CAR,58100.0,0,3 YR USED,1.tov-Vehicle T2,66,8.0,2.0,28.875,0.0,6,0.5,0,5,1,0
Auto Refinance,Refinance,5.0,528.0,0.0,APPROVED,P,TX,826.0,CAR,27650.0,0,6-10 YR USED,6.tov-Vehicle T1,36,11.0,1.0,11.645,0.0,18,1.5,0,5,0,0
Auto Refinance,Refinance,32724.93,3276.43,0.0,DECLINED,P,TX,633.0,CAR,35650.0,0,5 YR USED,1.tov-Vehicle T3,48,3.0,826.9,24.81,0.0,12,1.0,0,5,1,0
Used Vehicle Loan,Refinance,5.0,19851.39,19851.39,APPROVED,P,TX,647.0,CAR,22400.0,0,2 YR USED,1.tov-Vehicle T3,60,4.0,1.0,26.043,386.05,96,8.0,5,5,0,0
Used Vehicle Loan,Purchase-Other,1.0,12837.5,12837.5,APPROVED,P,TX,655.0,CAR,14850.0,0,6-10 YR USED,1.tov-Vehicle T3,36,5.0,1.0,30.158,419.34,504,42.0,5,4,0,0
Auto Refinance,Refinance,32.0,33125.48,33125.48,APPROVED,P,TX,631.0,CAR,36950.0,0,4 YR USED,1.tov-Vehicle T3,54,2.0,961.19,45.275,719.73,64,5.33,0,5,0,0
Other Secured Loan,Refinance,45.0,3245.0,3245.0,APPROVED,P,TX,628.0,CAR,3245.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,4.0,187.86,4.267,128.85,108,9.0,3,5,0,0
Auto Refinance,Refinance,146.0,14796.94,14745.6,APPROVED,P,TX,653.0,CAR,17025.0,0,6-10 YR USED,1.tov-Vehicle T2,36,6.0,1.0,19.557,488.95,63,5.25,0,5,0,0
Used Vehicle Loan,Private Party Purchase,65.0,638.0,638.0,APPROVED,P,TX,717.0,CAR,54575.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,7.0,3.0,47.327,1066.89,3,0.25,5,3,0,0
Auto Refinance,Refinance,341.95,31961.98,31961.98,DECLINED,P,TX,766.0,CAR,37675.0,0,2 YR USED,1.tov-Vehicle T1,66,8.0,1.0,19.457,556.7,72,6.0,0,5,1,0
Used Vehicle Loan,Dealer Purchase,3.0,36453.16,36453.16,APPROVED,P,TX,0.0,CAR,37400.0,0,3 YR USED,1.tov-Vehicle T3,66,4.0,678.78,14.542,679.25,157,13.08,5,1,0,0
Auto Refinance,Refinance,1195.0,11595.41,11595.41,APPROVED,P,TX,744.0,CAR,21500.0,0,4 YR USED,1.tov-Vehicle T2,54,3.0,1.0,44.368,249.47,180,15.0,0,5,0,0
Other Secured Loan,Refinance,15.0,133.0,133.0,APPROVED,P,TX,756.0,CAR,26600.0,0,6-10 YR USED,1.tov-Vehicle T1,36,4.0,2.0,42.72,321.67,12,1.0,3,5,0,0
Auto Refinance,Refinance,24.0,17523.81,17523.81,APPROVED,P,TX,659.0,CAR,23575.0,0,4 YR USED,1.tov-Vehicle T3,54,5.0,1.0,33.154,389.62,36,3.0,0,5,0,0
Auto Refinance,Refinance,83.0,9175.0,9175.0,APPROVED,P,AZ,623.0,CAR,9175.0,0,6-10 YR USED,1.tov-Vehicle T3,36,1.0,408.77,37.036,304.56,12,1.0,0,5,0,0
Used Vehicle Loan,Refinance,28.0,29733.76,29733.76,APPROVED,P,TX,791.0,CAR,34900.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,72,4.0,1.0,38.392,476.82,150,12.5,5,5,0,0
Auto Refinance,Refinance,34.0,34469.67,34469.67,APPROVED,P,TX,694.0,CAR,40700.0,0,5 YR USED,1.tov-Vehicle T3,48,5.0,2.0,45.488,867.23,57,4.75,0,5,0,0
Auto Refinance,Refinance,15542.81,15578.31,15578.31,APPROVED,P,TX,660.0,CAR,20400.0,0,5 YR USED,1.tov-Vehicle T3,48,12.0,3.0,24.629,392.29,132,11.0,0,5,0,0
Auto Refinance,Refinance,2.0,26625.0,26625.0,APPROVED,P,TX,0.0,CAR,26625.0,0,6-10 YR USED,1.tov-Vehicle T1,36,3.0,854.12,24.638,854.92,36,3.0,0,5,0,0
Auto Refinance,Refinance,1131.43,11343.43,0.0,APPROVED,P,TX,690.0,CAR,15250.0,0,5 YR USED,1.tov-Vehicle T3,48,4.0,378.19,8.899,0.0,12,1.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,15856.99,15856.99,15856.99,APPROVED,P,TX,644.0,CAR,93695.0,0,1 YR USED/REFI 72 MO,6.tov-Vehicle T3,72,12.0,5.0,44.281,1810.77,12,1.0,5,4,0,0
Auto Refinance,Refinance,1.0,8969.99,8969.99,APPROVED,P,TX,715.0,CAR,18225.0,0,6-10 YR USED,1.tov-Vehicle T2,36,1.0,716.2,40.039,291.01,12,1.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,37854.79,37887.79,0.0,APPROVED,P,TX,737.0,CAR,39755.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,5.0,2.0,39.105,0.0,12,1.0,5,4,0,0
Auto Refinance,Refinance,35.0,33753.28,33753.28,APPROVED,P,TX,742.0,CAR,36050.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,3.0,581.22,15.805,556.64,184,15.33,0,5,0,0
Auto Refinance,Refinance,14351.21,1582.83,1582.83,APPROVED,P,TX,705.0,CAR,26200.0,0,3 YR USED,1.tov-Vehicle T2,60,4.0,1.0,30.447,307.38,180,15.0,0,5,0,0
Auto Refinance,Refinance,19424.73,19452.73,19452.73,DECLINED,P,TX,739.0,CAR,31375.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T4,66,2.0,821.93,30.347,378.89,26,2.17,0,5,1,0
Auto Refinance,Refinance,17797.38,1782.38,0.0,APPROVED,P,NM,622.0,CAR,23825.0,0,2 YR USED,1.tov-Vehicle T3,66,1.0,327.53,22.48,0.0,12,1.0,0,5,0,0
Other Secured Loan,Refinance,5.0,325.0,325.0,APPROVED,P,NM,683.0,CAR,3250.0,0,Token Collateral,1.tov-Vehicle T3,30,3.0,885.06,26.562,129.04,204,17.0,3,5,0,0
Auto Refinance,Refinance,154.93,14771.74,14771.74,APPROVED,P,TX,691.0,CAR,22950.0,0,4 YR USED,1.tov-Vehicle T3,54,3.0,385.96,11.406,328.52,12,1.0,0,5,0,0
New Vehicle Loan,Purchase-Other,21.0,4176.1,0.0,APPROVED,P,TX,803.0,CAR,33445.0,0,72 MO NEW,1.tov-Vehicle T1,72,14.0,1.0,8.115,0.0,24,2.0,2,4,0,0
Auto Refinance,Refinance,12596.73,12658.73,12658.73,APPROVED,P,TX,636.0,CAR,23275.0,0,3 YR USED,1.tov-Vehicle T3,60,1.0,761.83,43.533,255.33,63,5.25,0,5,0,0
Auto Refinance,Refinance,21.0,21994.74,21994.74,APPROVED,P,TX,635.0,CAR,27600.0,0,5 YR USED,1.tov-Vehicle T3,48,1.0,581.97,32.434,553.6,12,1.0,0,5,0,0
Auto Refinance,Refinance,13144.17,13172.17,13172.17,APPROVED,P,TX,719.0,CAR,20450.0,0,4 YR USED,1.tov-Vehicle T2,54,3.0,1.0,49.099,283.32,48,4.0,0,5,0,0
Auto Refinance,Refinance,6.0,5674.1,5674.1,APPROVED,P,TX,654.0,CAR,10175.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,4.0,848.57,17.92,224.13,36,3.0,0,5,0,0
Auto Refinance,Refinance,2896.19,28993.19,0.0,APPROVED,P,TX,622.0,CAR,28775.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,5.0,1.0,18.257,0.0,34,2.83,0,5,0,0
Other Secured Loan,Refinance,6.0,5335.5,5335.5,APPROVED,P,TX,717.0,CAR,21375.0,0,6-10 YR USED,1.tov-Vehicle T2,36,3.0,763.15,22.585,173.38,84,7.0,3,5,0,0
Auto Refinance,Refinance,12872.0,1316.59,1316.59,APPROVED,P,AR,667.0,CAR,19500.0,0,4 YR USED,1.tov-Vehicle T3,54,3.0,1.0,31.42,283.15,45,3.75,0,5,0,0
New Vehicle Loan,Dealer Purchase,55.0,63577.24,63577.24,APPROVED,P,TX,679.0,CAR,63425.0,0,72 MO NEW,1.tov-Vehicle T3,72,7.0,2.0,35.109,1052.73,12,1.0,2,1,0,0
Used Vehicle Loan,Refinance,12277.47,1231.47,1231.47,APPROVED,P,TX,734.0,CAR,19450.0,0,5 YR USED,1.tov-Vehicle T2,48,2.0,620.37,29.647,300.98,12,1.0,5,5,0,0
Auto Refinance,Refinance,2238.42,21136.42,0.0,DECLINED,P,TX,701.0,CAR,17325.0,0,3 YR USED,1.tov-Vehicle T2,66,2.0,743.01,26.148,0.0,12,1.0,0,5,1,0
Auto Refinance,Refinance,24637.76,2467.76,24649.26,APPROVED,P,TX,724.0,CAR,32000.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T2,66,3.0,461.37,14.292,431.35,24,2.0,0,5,0,0
Auto Refinance,Refinance,28173.59,28483.59,0.0,APPROVED,P,AZ,791.0,CAR,28075.0,0,2 YR USED,1.tov-Vehicle T1,66,3.0,1.0,27.333,0.0,60,5.0,0,5,0,0
Auto Refinance,Refinance,45848.57,45881.57,0.0,DECLINED,P,TX,690.0,CAR,43350.0,0,3 YR USED,1.tov-Vehicle T3,66,2.0,973.92,33.392,0.0,27,2.25,0,5,1,0
Auto Refinance,Refinance,127.0,1412.14,1412.14,APPROVED,P,TX,698.0,CAR,21275.0,0,5 YR USED,1.tov-Vehicle T3,48,2.0,682.28,22.859,352.91,12,1.0,0,5,0,0
Auto Refinance,Refinance,29.0,31396.29,31396.29,APPROVED,P,TX,0.0,CAR,44500.0,0,2 YR USED,1.tov-Vehicle T3,66,6.0,2.0,30.348,581.19,180,15.0,0,5,0,0
Auto Refinance,Refinance,16633.26,16666.26,0.0,DECLINED,P,TX,793.0,CAR,19225.0,0,6-10 YR USED,1.tov-Vehicle T1,36,2.0,1.0,46.48,0.0,15,1.25,0,5,1,0
Auto Refinance,Refinance,16.0,6389.99,6389.99,APPROVED,P,TX,711.0,CAR,16050.0,0,6-10 YR USED,1.tov-Vehicle T2,36,8.0,1.0,21.056,207.54,24,2.0,0,5,0,0
Auto Refinance,Refinance,2498.5,24131.5,24131.5,APPROVED,P,TX,755.0,CAR,28325.0,0,2 YR USED,1.tov-Vehicle T1,66,3.0,1.0,47.219,418.11,19,1.58,0,5,0,0
Auto Refinance,Refinance,3.0,3125.67,3125.67,APPROVED,P,TX,719.0,CAR,39350.0,0,3 YR USED,1.tov-Vehicle T2,66,7.0,2.0,31.31,558.34,192,16.0,0,5,0,0
Auto Refinance,Refinance,1.0,11185.27,11185.27,APPROVED,P,AZ,787.0,CAR,15575.0,0,5 YR USED,1.tov-Vehicle T1,48,2.0,818.83,34.871,269.43,12,1.0,0,5,0,0
New Vehicle Loan,Refinance,2.0,1935.0,1935.0,APPROVED,P,AZ,650.0,CAR,1935.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,24,2.0,1.0,49.914,93.7,12,1.0,2,5,0,0
Used Vehicle Loan,Purchase-Other,143.37,11241.99,11241.99,APPROVED,P,TX,0.0,CAR,15550.0,0,5 YR USED,1.tov-Vehicle T1,48,7.0,1.0,25.097,270.19,4,0.33,5,4,0,0
Auto Refinance,Refinance,8698.93,14627.44,14627.44,APPROVED,P,TX,671.0,CAR,20375.0,0,6-10 YR USED,1.tov-Vehicle T3,36,4.0,991.88,23.116,477.7,246,20.5,0,5,0,0
Other Secured Loan,Refinance,125.0,1533.0,1533.0,APPROVED,P,TX,759.0,CAR,16100.0,0,6-10 YR USED,1.tov-Vehicle T1,24,2.0,1.0,40.529,71.62,228,19.0,3,5,0,0
Auto Refinance,Refinance,17.0,18763.86,18763.86,APPROVED,P,TX,633.0,CAR,21575.0,0,2 YR USED,1.tov-Vehicle T3,66,3.0,1.0,37.583,347.53,300,25.0,0,5,0,0
Other Secured Loan,Refinance,8.0,5133.0,5133.0,APPROVED,P,TX,699.0,CAR,3688.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,5.0,1.0,34.047,207.78,264,22.0,3,5,0,0
Auto Refinance,Refinance,7.0,86916.2,86916.2,APPROVED,P,TX,785.0,CAR,80225.0,0,2 YR USED,1.tov-Vehicle T1,66,8.0,1.0,20.528,1512.67,24,2.0,0,5,0,0
Auto Refinance,Refinance,33.0,35623.96,35623.96,APPROVED,P,TX,753.0,CAR,40575.0,0,2 YR USED,1.tov-Vehicle T1,66,2.0,651.61,30.809,617.04,14,1.17,0,5,0,0
Auto Refinance,Refinance,24.0,22868.75,22868.75,APPROVED,P,TX,676.0,CAR,21650.0,0,2 YR USED,1.tov-Vehicle T3,66,2.0,1.0,45.317,410.0,74,6.17,0,5,0,0
Auto Refinance,Refinance,14419.33,14451.4,14451.4,APPROVED,P,TX,707.0,CAR,18825.0,0,5 YR USED,1.tov-Vehicle T2,48,4.0,1.0,22.517,353.21,24,2.0,0,5,0,0
Used Vehicle Loan,Private Party Purchase,2.0,2298.5,2298.5,APPROVED,P,AZ,696.0,CAR,26100.0,0,6-10 YR USED,1.tov-Vehicle T3,36,6.0,2.0,46.58,672.79,113,9.42,5,3,0,0
Auto Refinance,Refinance,3.0,328.0,328.0,APPROVED,P,TX,652.0,CAR,12130.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,24,1.0,292.06,17.735,145.06,546,45.5,0,5,0,0
